Sport,Discipline,Athlete,Event,Country,Medal,Year,Season,Gender,City
Aquatics,Swimming,"RERYCH, Stephen Karl",4X100M Freestyle Relay,United States,Gold,1968,summer,Men,Mexico
Aquatics,Swimming,"SPITZ, Mark",4X100M Freestyle Relay,United States,Gold,1968,summer,Men,Mexico
Aquatics,Swimming,"WALSH, Kenneth Marshall",4X100M Freestyle Relay,United States,Gold,1968,summer,Men,Mexico
Aquatics,Swimming,"ZORN, Zachary",4X100M Freestyle Relay,United States,Gold,1968,summer,Men,Mexico
Aquatics,Swimming,"BELITS-GEIMAN, Semyon",4X100M Freestyle Relay,Soviet Union,Silver,1968,summer,Men,Mexico
Aquatics,Swimming,"ILYICHEV, Leonid",4X100M Freestyle Relay,Soviet Union,Silver,1968,summer,Men,Mexico
Aquatics,Swimming,"KULIKOV, Georgi",4X100M Freestyle Relay,Soviet Union,Silver,1968,summer,Men,Mexico
Aquatics,Swimming,"MAZANOV, Viktor",4X100M Freestyle Relay,Soviet Union,Silver,1968,summer,Men,Mexico
Aquatics,Swimming,"CORSON-WHITNEY, Marilyn",4X100M Freestyle Relay,Canada,Bronze,1968,summer,Women,Mexico
Aquatics,Swimming,"COUGHLAN, Angela",4X100M Freestyle Relay,Canada,Bronze,1968,summer,Women,Mexico
Aquatics,Swimming,"LAY, Marion Beverly",4X100M Freestyle Relay,Canada,Bronze,1968,summer,Women,Mexico
Aquatics,Swimming,"TANNER, Elaine",4X100M Freestyle Relay,Canada,Bronze,1968,summer,Women,Mexico
Aquatics,Swimming,"BARKMAN, Jane Louise",4X100M Freestyle Relay,United States,Gold,1968,summer,Women,Mexico
Aquatics,Swimming,"GUSTAVSON, Linda Lee",4X100M Freestyle Relay,United States,Gold,1968,summer,Women,Mexico
Aquatics,Swimming,"HENNE, Jane Margo",4X100M Freestyle Relay,United States,Gold,1968,summer,Women,Mexico
Aquatics,Swimming,"PEDERSEN, Susan Jane",4X100M Freestyle Relay,United States,Gold,1968,summer,Women,Mexico
Aquatics,Swimming,"KRAUSE, Roswitha",4X100M Freestyle Relay,East Germany,Silver,1968,summer,Women,Mexico
Aquatics,Swimming,"PERTHES, Gabriele",4X100M Freestyle Relay,East Germany,Silver,1968,summer,Women,Mexico
Aquatics,Swimming,"SCHMUCK, Uta",4X100M Freestyle Relay,East Germany,Silver,1968,summer,Women,Mexico
Aquatics,Swimming,"WETZKO, Gabriele",4X100M Freestyle Relay,East Germany,Silver,1968,summer,Women,Mexico
Aquatics,Swimming,"GROMAK, Yuri",4X100M Medley Relay,Soviet Union,Bronze,1968,summer,Men,Mexico
Aquatics,Swimming,"ILYICHEV, Leonid",4X100M Medley Relay,Soviet Union,Bronze,1968,summer,Men,Mexico
Aquatics,Swimming,"KOSINSKY, Vladimir",4X100M Medley Relay,Soviet Union,Bronze,1968,summer,Men,Mexico
Aquatics,Swimming,"NEMSHILOV, Vladimir",4X100M Medley Relay,Soviet Union,Bronze,1968,summer,Men,Mexico
Aquatics,Swimming,"HICKCOX, Charles Buchanan",4X100M Medley Relay,United States,Gold,1968,summer,Men,Mexico
Aquatics,Swimming,"MCKENZIE, Donald Ward Jr.",4X100M Medley Relay,United States,Gold,1968,summer,Men,Mexico
Aquatics,Swimming,"RUSSELL, Douglas Albert",4X100M Medley Relay,United States,Gold,1968,summer,Men,Mexico
Aquatics,Swimming,"WALSH, Kenneth Marshall",4X100M Medley Relay,United States,Gold,1968,summer,Men,Mexico
Aquatics,Swimming,"GREGOR, Horst-Günther",4X100M Medley Relay,East Germany,Silver,1968,summer,Men,Mexico
Aquatics,Swimming,"HENNINGER, Egon",4X100M Medley Relay,East Germany,Silver,1968,summer,Men,Mexico
Aquatics,Swimming,"MATTHES, Roland",4X100M Medley Relay,East Germany,Silver,1968,summer,Men,Mexico
Aquatics,Swimming,"WIEGAND, Frank",4X100M Medley Relay,East Germany,Silver,1968,summer,Men,Mexico
Aquatics,Swimming,"FROMMATER, Uta",4X100M Medley Relay,West Germany,Bronze,1968,summer,Women,Mexico
Aquatics,Swimming,"HUSTEDE-NAGEL, Heike",4X100M Medley Relay,West Germany,Bronze,1968,summer,Women,Mexico
Aquatics,Swimming,"KRAUS, Angelika",4X100M Medley Relay,West Germany,Bronze,1968,summer,Women,Mexico
Aquatics,Swimming,"REINECK, Heidemarie",4X100M Medley Relay,West Germany,Bronze,1968,summer,Women,Mexico
Aquatics,Swimming,"BALL, Catherine",4X100M Medley Relay,United States,Gold,1968,summer,Women,Mexico
Aquatics,Swimming,"DANIEL, Eleanor Suzanne",4X100M Medley Relay,United States,Gold,1968,summer,Women,Mexico
Aquatics,Swimming,"HALL, Kaye Marie",4X100M Medley Relay,United States,Gold,1968,summer,Women,Mexico
Aquatics,Swimming,"PEDERSEN, Susan Jane",4X100M Medley Relay,United States,Gold,1968,summer,Women,Mexico
Aquatics,Swimming,"MCCLEMENTS, Lynette",4X100M Medley Relay,Australia,Silver,1968,summer,Women,Mexico
Aquatics,Swimming,"PLAYFAIR, Judith",4X100M Medley Relay,Australia,Silver,1968,summer,Women,Mexico
Aquatics,Swimming,"STEINBECK, Janet",4X100M Medley Relay,Australia,Silver,1968,summer,Women,Mexico
Aquatics,Swimming,"WATSON, Lynette",4X100M Medley Relay,Australia,Silver,1968,summer,Women,Mexico
Aquatics,Swimming,"BELITS-GEIMAN, Semyon",4X200M Freestyle Relay,Soviet Union,Bronze,1968,summer,Men,Mexico
Aquatics,Swimming,"BURE, Vladimir",4X200M Freestyle Relay,Soviet Union,Bronze,1968,summer,Men,Mexico
Aquatics,Swimming,"ILYICHEV, Leonid",4X200M Freestyle Relay,Soviet Union,Bronze,1968,summer,Men,Mexico
Aquatics,Swimming,"KULIKOV, Georgi",4X200M Freestyle Relay,Soviet Union,Bronze,1968,summer,Men,Mexico
Aquatics,Swimming,"NELSON, John Mauer",4X200M Freestyle Relay,United States,Gold,1968,summer,Men,Mexico
Aquatics,Swimming,"RERYCH, Stephen Karl",4X200M Freestyle Relay,United States,Gold,1968,summer,Men,Mexico
Aquatics,Swimming,"SCHOLLANDER, Donald Arthur",4X200M Freestyle Relay,United States,Gold,1968,summer,Men,Mexico
Aquatics,Swimming,"SPITZ, Mark",4X200M Freestyle Relay,United States,Gold,1968,summer,Men,Mexico
Aquatics,Swimming,"ROGERS, Gregory",4X200M Freestyle Relay,Australia,Silver,1968,summer,Men,Mexico
Aquatics,Swimming,"WENDEN, Michael Vincent",4X200M Freestyle Relay,Australia,Silver,1968,summer,Men,Mexico
Aquatics,Swimming,"WHITE, Graham Rose",4X200M Freestyle Relay,Australia,Silver,1968,summer,Men,Mexico
Aquatics,Swimming,"WINDLE, Robert George",4X200M Freestyle Relay,Australia,Silver,1968,summer,Men,Mexico
Aquatics,Swimming,"RAMIREZ, Maria Teresa",800M Freestyle,Mexico,Bronze,1968,summer,Women,Mexico
Aquatics,Swimming,"MEYER, Deborah",800M Freestyle,United States,Gold,1968,summer,Women,Mexico
Aquatics,Swimming,"KRUSE, Pamela Jean",800M Freestyle,United States,Silver,1968,summer,Women,Mexico
Aquatics,Water polo,"BODNAR, Andras",Water Polo,Hungary,Bronze,1968,summer,Men,Mexico
Aquatics,Water polo,"DÖMÖTÖR, Zoltan",Water Polo,Hungary,Bronze,1968,summer,Men,Mexico
Aquatics,Water polo,"FELKAI, Laszlo",Water Polo,Hungary,Bronze,1968,summer,Men,Mexico
Aquatics,Water polo,"KONRAD, Ferenc",Water Polo,Hungary,Bronze,1968,summer,Men,Mexico
Aquatics,Water polo,"KONRAD, Janos",Water Polo,Hungary,Bronze,1968,summer,Men,Mexico
Aquatics,Water polo,"MAYER, Mihaly",Water Polo,Hungary,Bronze,1968,summer,Men,Mexico
Aquatics,Water polo,"MOLNAR, Endre",Water Polo,Hungary,Bronze,1968,summer,Men,Mexico
Aquatics,Water polo,"POCSIK, Denes",Water Polo,Hungary,Bronze,1968,summer,Men,Mexico
Aquatics,Water polo,"SAROSI, Laszlo",Water Polo,Hungary,Bronze,1968,summer,Men,Mexico
Aquatics,Water polo,"STEINMETZ, Janos",Water Polo,Hungary,Bronze,1968,summer,Men,Mexico
Aquatics,Water polo,"SZIVOS, Istvan",Water Polo,Hungary,Bronze,1968,summer,Men,Mexico
Aquatics,Water polo,"BONACIC, Ozren",Water Polo,Yugoslavia,Gold,1968,summer,Men,Mexico
Aquatics,Water polo,"DABOVIC, Dejan",Water Polo,Yugoslavia,Gold,1968,summer,Men,Mexico
Aquatics,Water polo,"HEBEL, Zdravko",Water Polo,Yugoslavia,Gold,1968,summer,Men,Mexico
Aquatics,Water polo,"JANKOVIC, Zoran",Water Polo,Yugoslavia,Gold,1968,summer,Men,Mexico
Aquatics,Water polo,"LOPATINI, Ronald",Water Polo,Yugoslavia,Gold,1968,summer,Men,Mexico
Aquatics,Water polo,"MAROVIC, Uros",Water Polo,Yugoslavia,Gold,1968,summer,Men,Mexico
Aquatics,Water polo,"PERISIC, Djordje",Water Polo,Yugoslavia,Gold,1968,summer,Men,Mexico
Aquatics,Water polo,"POLJAK, Miroslav",Water Polo,Yugoslavia,Gold,1968,summer,Men,Mexico
Aquatics,Water polo,"SANDIC, Mirko",Water Polo,Yugoslavia,Gold,1968,summer,Men,Mexico
Aquatics,Water polo,"STIPANIC, Karlo",Water Polo,Yugoslavia,Gold,1968,summer,Men,Mexico
Aquatics,Water polo,"TRUMBIC, Ivo",Water Polo,Yugoslavia,Gold,1968,summer,Men,Mexico
Aquatics,Water polo,"BARKALOV, Aleksei",Water Polo,Soviet Union,Silver,1968,summer,Men,Mexico
Aquatics,Water polo,"BOVIN, Oleg",Water Polo,Soviet Union,Silver,1968,summer,Men,Mexico
Aquatics,Water polo,"CHIKVANAYA, Givi",Water Polo,Soviet Union,Silver,1968,summer,Men,Mexico
Aquatics,Water polo,"DOLGUSHIN, Aleksandr",Water Polo,Soviet Union,Silver,1968,summer,Men,Mexico
Aquatics,Water polo,"GRIGOROVSKY, Yuri",Water Polo,Soviet Union,Silver,1968,summer,Men,Mexico
Aquatics,Water polo,"GRISHIN, Boris",Water Polo,Soviet Union,Silver,1968,summer,Men,Mexico
Aquatics,Water polo,"GULYAEV, Vadim",Water Polo,Soviet Union,Silver,1968,summer,Men,Mexico
Aquatics,Water polo,"OSIPOV, Leonid",Water Polo,Soviet Union,Silver,1968,summer,Men,Mexico
Aquatics,Water polo,"SEMENOV, Vladimir",Water Polo,Soviet Union,Silver,1968,summer,Men,Mexico
Aquatics,Water polo,"SHIDLOVSKY, Aleksandr",Water Polo,Soviet Union,Silver,1968,summer,Men,Mexico
Aquatics,Water polo,"SKOK, Vyacheslav",Water Polo,Soviet Union,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"GAMMOUDI, Mohamed",10000M,Tunisia,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"TEMU, Nabiba Naftali",10000M,Kenya,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"WOLDE, Mamo",10000M,Ethiopia,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"GREENE, Charles Edward",100M,United States,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"HINES, James Ray",100M,United States,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"MILLER, Lennox",100M,Jamaica,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"SZEWINSKA, Irena",100M,Poland,Bronze,1968,summer,Women,Mexico
Athletics,Athletics,"TYUS, Wyomia",100M,United States,Gold,1968,summer,Women,Mexico
Athletics,Athletics,"FERRELL, Barbara Ann",100M,United States,Silver,1968,summer,Women,Mexico
Athletics,Athletics,"OTTOZ, Eddy",110M Hurdles,Italy,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"DAVENPORT, Willie",110M Hurdles,United States,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"HALL, Ervin",110M Hurdles,United States,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"TÜMMLER, Bodo",1500M,West Germany,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"KEINO, Kipchoge",1500M,Kenya,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"RYUN, James Ronald",1500M,United States,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"CARLOS, John Wesley",200M,United States,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"SMITH, Thomas C.",200M,United States,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"NORMAN, Peter George",200M,Australia,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"LAMY-FRANK, Jennifer",200M,Australia,Bronze,1968,summer,Women,Mexico
Athletics,Athletics,"SZEWINSKA, Irena",200M,Poland,Gold,1968,summer,Women,Mexico
Athletics,Athletics,"BOYLE, Raelene Ann",200M,Australia,Silver,1968,summer,Women,Mexico
Athletics,Athletics,"SMAGA, Nikolai",20KM Walk,Soviet Union,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"GOLUBNICHY, Vladimir",20KM Walk,Soviet Union,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"PEDRAZA ZUNIGA, Jose",20KM Walk,Mexico,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"YOUNG, George L.",3000M Steeplechase,United States,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"BIWOTT, Amos Kipwabok",3000M Steeplechase,Kenya,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"KOGO, Benjamin",3000M Steeplechase,Kenya,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"FREEMAN, Ronald John III",400M,United States,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"EVANS, Lee Edward",400M,United States,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"JAMES, George Lawrence",400M,United States,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"PECHENKINA, Natalya",400M,Soviet Union,Bronze,1968,summer,Women,Mexico
Athletics,Athletics,"BESSON, Colette",400M,France,Gold,1968,summer,Women,Mexico
Athletics,Athletics,"BOARD, Lillian Barbara",400M,United Kingdom,Silver,1968,summer,Women,Mexico
Athletics,Athletics,"SHERWOOD, John",400M Hurdles,United Kingdom,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"HEMERY, David Peter",400M Hurdles,United Kingdom,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"HENNIGE, Gerhard",400M Hurdles,West Germany,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"BAMBUCK, Roger",4X100M Relay,France,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"DELECOUR, Jocelyn",4X100M Relay,France,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"FENOUIL, Gerard",4X100M Relay,France,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"PIQUEMAL, Claude",4X100M Relay,France,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"GREENE, Charles Edward",4X100M Relay,United States,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"HINES, James Ray",4X100M Relay,United States,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"PENDER, Melvin Jr.",4X100M Relay,United States,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"SMITH, Ronald Ray",4X100M Relay,United States,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"FIGUEROLA CAMUE, Enrique",4X100M Relay,Cuba,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"MONTES CASANOVA, Pablo",4X100M Relay,Cuba,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"MORALES HACHAVARRIA, Juan",4X100M Relay,Cuba,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"RAMIREZ LIMONTA, Hermes Julian",4X100M Relay,Cuba,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"BUKHARINA, Galina",4X100M Relay,Soviet Union,Bronze,1968,summer,Women,Mexico
Athletics,Athletics,"IGNATYEVA-SAMOTESOVA, Lyudmila",4X100M Relay,Soviet Union,Bronze,1968,summer,Women,Mexico
Athletics,Athletics,"POPKOVA, Vera",4X100M Relay,Soviet Union,Bronze,1968,summer,Women,Mexico
Athletics,Athletics,"ZHARKOVA-MASLAKOVA, Liudmila",4X100M Relay,Soviet Union,Bronze,1968,summer,Women,Mexico
Athletics,Athletics,"BAILES, Margaret Johnson",4X100M Relay,United States,Gold,1968,summer,Women,Mexico
Athletics,Athletics,"FERRELL, Barbara Ann",4X100M Relay,United States,Gold,1968,summer,Women,Mexico
Athletics,Athletics,"NETTER, Mildrette",4X100M Relay,United States,Gold,1968,summer,Women,Mexico
Athletics,Athletics,"TYUS, Wyomia",4X100M Relay,United States,Gold,1968,summer,Women,Mexico
Athletics,Athletics,"COBIAN HECHEVARRIA, Miguelina",4X100M Relay,Cuba,Silver,1968,summer,Women,Mexico
Athletics,Athletics,"ELEJALDE DIAZ, Marlene",4X100M Relay,Cuba,Silver,1968,summer,Women,Mexico
Athletics,Athletics,"QUESADA DIAZ, Violetta",4X100M Relay,Cuba,Silver,1968,summer,Women,Mexico
Athletics,Athletics,"ROMAY MARTINEZ, Fulgencia",4X100M Relay,Cuba,Silver,1968,summer,Women,Mexico
Athletics,Athletics,"HENNIGE, Gerhard",4X400M Relay,West Germany,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"JELLINGHAUS, Martin",4X400M Relay,West Germany,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"KINDER, Manfred",4X400M Relay,West Germany,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"MULLER, Helmar",4X400M Relay,West Germany,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"EVANS, Lee Edward",4X400M Relay,United States,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"FREEMAN, Ronald John III",4X400M Relay,United States,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"JAMES, George Lawrence",4X400M Relay,United States,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"MATTHEWS, Vincent Edward",4X400M Relay,United States,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"ASATI, Charles",4X400M Relay,Kenya,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"BON, Naftali",4X400M Relay,Kenya,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"NYAMAU, Hezekiah Munyoro",4X400M Relay,Kenya,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"RUDISHA, Daniel Matasi",4X400M Relay,Kenya,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"TEMU, Nabiba Naftali",5000M,Kenya,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"GAMMOUDI, Mohamed",5000M,Tunisia,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"KEINO, Kipchoge",5000M,Kenya,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"YOUNG, Lawrence Dean",50KM Walk,United States,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"HÖHNE, Christoph",50KM Walk,East Germany,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"KISS, Antal",50KM Walk,Hungary,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"FARRELL, Thomas Francis",800M,United States,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"DOUBELL, Ralph",800M,Australia,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"KIPRUGUT, Wilson Chuma",800M,Kenya,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"GOMMERS, Maria Francisca P.",800M,Netherlands,Bronze,1968,summer,Women,Mexico
Athletics,Athletics,"MANNING-JACKSON, Madeline",800M,United States,Gold,1968,summer,Women,Mexico
Athletics,Athletics,"SILAI, Ileana",800M,Romania,Silver,1968,summer,Women,Mexico
Athletics,Athletics,"CHI, Cheng",80M Hurdles,Taiwan,Bronze,1968,summer,Women,Mexico
Athletics,Athletics,"CAIRD, Maureen",80M Hurdles,Australia,Gold,1968,summer,Women,Mexico
Athletics,Athletics,"KILBORN-RYAN-NELSON, Pamela",80M Hurdles,Australia,Silver,1968,summer,Women,Mexico
Athletics,Athletics,"BENDLIN, Kurt",Decathlon,West Germany,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"TOOMEY, William Anthony",Decathlon,United States,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"WALDE, Hans Joachim",Decathlon,West Germany,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"DANEK, Ludvik",Discus Throw,Czechoslovakia,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"OERTER, Alfred",Discus Throw,United States,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"MILDE, Lothar",Discus Throw,East Germany,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"KLEIBER-KONTSEK, Jolan",Discus Throw,Hungary,Bronze,1968,summer,Women,Mexico
Athletics,Athletics,"MANOLIU, Lia",Discus Throw,Romania,Gold,1968,summer,Women,Mexico
Athletics,Athletics,"WESTERMANN, Liselotte (Liesel)",Discus Throw,West Germany,Silver,1968,summer,Women,Mexico
Athletics,Athletics,"LOVASZ, Lazar",Hammer Throw,Hungary,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"ZSIVOTZKY, Gyula",Hammer Throw,Hungary,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"KLIM, Romuald",Hammer Throw,Soviet Union,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"GAVRILOV, Valentin",High Jump,Soviet Union,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"FOSBURY, Richard Douglas",High Jump,United States,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"CARUTHERS, Edward J. Jr.",High Jump,United States,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"KOZYR, Valentina",High Jump,Soviet Union,Bronze,1968,summer,Women,Mexico
Athletics,Athletics,"REZKOVA-HUBNER, Miloslava",High Jump,Czechoslovakia,Gold,1968,summer,Women,Mexico
Athletics,Athletics,"OKOROKOVA-LAZAREVA, Antonina",High Jump,Soviet Union,Silver,1968,summer,Women,Mexico
Athletics,Athletics,"KULCSAR, Gergely",Javelin Throw,Hungary,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"LUSIS, Yanis",Javelin Throw,Soviet Union,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"KINNUNEN, Jorma Viljo Palaavi",Javelin Throw,Finland,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"JANKO-EGGER, Eva",Javelin Throw,Austria,Bronze,1968,summer,Women,Mexico
Athletics,Athletics,"NEMETH-RANKY, Angela",Javelin Throw,Hungary,Gold,1968,summer,Women,Mexico
Athletics,Athletics,"PENES, Mihaela",Javelin Throw,Romania,Silver,1968,summer,Women,Mexico
Athletics,Athletics,"BOSTON, Ralph Harold",Long Jump,United States,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"BEAMON, Bob",Long Jump,United States,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"BEER, Klaus",Long Jump,East Germany,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"TALYSHEVA, Tatyana",Long Jump,Soviet Union,Bronze,1968,summer,Women,Mexico
Athletics,Athletics,"VISCOPOLEANU, Viorica",Long Jump,Romania,Gold,1968,summer,Women,Mexico
Athletics,Athletics,"PARKIN-SHERWOOD, Sheila Hilary",Long Jump,United Kingdom,Silver,1968,summer,Women,Mexico
Athletics,Athletics,"RYAN, Michael Robert",Marathon,New Zealand,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"WOLDE, Mamo",Marathon,Ethiopia,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"KIMIHARA, Kenji",Marathon,Japan,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"TOTH, Annamaria",Pentathlon,Hungary,Bronze,1968,summer,Women,Mexico
Athletics,Athletics,"BECKER-MICKLER, Ingrid",Pentathlon,West Germany,Gold,1968,summer,Women,Mexico
Athletics,Athletics,"PROKOP-SYKORA, Liese",Pentathlon,Austria,Silver,1968,summer,Women,Mexico
Athletics,Athletics,"NORDWIG, Wolfgang",Pole Vault,East Germany,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"SEAGREN, Robert Lloyd",Pole Vault,United States,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"SCHIPROWSKI, Claus",Pole Vault,West Germany,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"GUSHCHIN, Eduard",Shot Put,Soviet Union,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"MATSON, James Randel",Shot Put,United States,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"WOODS, George Roger",Shot Put,United States,Silver,1968,summer,Men,Mexico
Athletics,Athletics,"CHIZHOVA, Nadezhda",Shot Put,Soviet Union,Bronze,1968,summer,Women,Mexico
Athletics,Athletics,"HELMBOLD-GUMMEL, Margitta",Shot Put,East Germany,Gold,1968,summer,Women,Mexico
Athletics,Athletics,"LANGE, Marita",Shot Put,East Germany,Silver,1968,summer,Women,Mexico
Athletics,Athletics,"GENTILE, Giuseppe",Triple Jump,Italy,Bronze,1968,summer,Men,Mexico
Athletics,Athletics,"SANEEV, Viktor",Triple Jump,Soviet Union,Gold,1968,summer,Men,Mexico
Athletics,Athletics,"PRUDENCIO, Nelson",Triple Jump,Brazil,Silver,1968,summer,Men,Mexico
Basketball,Basketball,"ANDREEV, Vladimir",Basketball,Soviet Union,Bronze,1968,summer,Men,Mexico
Basketball,Basketball,"BELOV, Sergei",Basketball,Soviet Union,Bronze,1968,summer,Men,Mexico
Basketball,Basketball,"KAPRANOV, Vadim",Basketball,Soviet Union,Bronze,1968,summer,Men,Mexico
Basketball,Basketball,"KOVALENKO, Sergei",Basketball,Soviet Union,Bronze,1968,summer,Men,Mexico
Basketball,Basketball,"KRIKUN, Anatoli",Basketball,Soviet Union,Bronze,1968,summer,Men,Mexico
Basketball,Basketball,"LIPSO, Yaak",Basketball,Soviet Union,Bronze,1968,summer,Men,Mexico
Basketball,Basketball,"PAULAUSKAS, Modestas",Basketball,Soviet Union,Bronze,1968,summer,Men,Mexico
Basketball,Basketball,"POLIVODA, Anatoli",Basketball,Soviet Union,Bronze,1968,summer,Men,Mexico
Basketball,Basketball,"SAKANDELIDZE, Zurab",Basketball,Soviet Union,Bronze,1968,summer,Men,Mexico
Basketball,Basketball,"SELIKHOV, Yuri",Basketball,Soviet Union,Bronze,1968,summer,Men,Mexico
Basketball,Basketball,"TOMSON, Priit",Basketball,Soviet Union,Bronze,1968,summer,Men,Mexico
Basketball,Basketball,"VOLNOV, Gennadi",Basketball,Soviet Union,Bronze,1968,summer,Men,Mexico
Basketball,Basketball,"BARRETT, Michael Thomas",Basketball,United States,Gold,1968,summer,Men,Mexico
Basketball,Basketball,"CLAWSON, John Richard",Basketball,United States,Gold,1968,summer,Men,Mexico
Basketball,Basketball,"DEE, Donald Francis",Basketball,United States,Gold,1968,summer,Men,Mexico
Basketball,Basketball,"FOWLER, Calvin Bernard",Basketball,United States,Gold,1968,summer,Men,Mexico
Basketball,Basketball,"HAYWOOD, Spencer",Basketball,United States,Gold,1968,summer,Men,Mexico
Basketball,Basketball,"HOSKETT, Wilmer Frederick",Basketball,United States,Gold,1968,summer,Men,Mexico
Basketball,Basketball,"KING, James",Basketball,United States,Gold,1968,summer,Men,Mexico
Basketball,Basketball,"SAULTERS, Glynn",Basketball,United States,Gold,1968,summer,Men,Mexico
Basketball,Basketball,"SCOTT, Charles Thomas",Basketball,United States,Gold,1968,summer,Men,Mexico
Basketball,Basketball,"SILLIMAN, Michael Barnwell",Basketball,United States,Gold,1968,summer,Men,Mexico
Basketball,Basketball,"SPAIN, John Kenneth",Basketball,United States,Gold,1968,summer,Men,Mexico
Basketball,Basketball,"WHITE, Joseph Henry",Basketball,United States,Gold,1968,summer,Men,Mexico
Basketball,Basketball,"CERMAK, Dragutin",Basketball,Yugoslavia,Silver,1968,summer,Men,Mexico
