Sport,Discipline,Athlete,Event,Country,Medal,Year,Season,Gender,City
Aquatics,Diving,"FILION, Roseline",Synchronized 10M,Canada,Bronze,2012,summer,Women,London
Aquatics,Diving,"LUO, Yutong",Synchronized 3M,China,Gold,2012,summer,Men,London
Aquatics,Diving,"QIN, Kai",Synchronized 3M,China,Gold,2012,summer,Men,London
Aquatics,Diving,"KUZNETSOV, Evgeny",Synchronized 3M,Russia,Silver,2012,summer,Men,London
Aquatics,Diving,"ZAKHAROV, Ilya",Synchronized 3M,Russia,Silver,2012,summer,Men,London
Aquatics,Diving,"DUMAIS, Troy",Synchronized 3M,United States,Bronze,2012,summer,Men,London
Aquatics,Diving,"IPSEN, Kristian",Synchronized 3M,United States,Bronze,2012,summer,Men,London
Aquatics,Diving,"HE, Zi",Synchronized 3M,China,Gold,2012,summer,Women,London
Aquatics,Diving,"WU, Minxia",Synchronized 3M,China,Gold,2012,summer,Women,London
Aquatics,Diving,"BRYANT, Kelci",Synchronized 3M,United States,Silver,2012,summer,Women,London
Aquatics,Diving,"JOHNSTON, Abigail",Synchronized 3M,United States,Silver,2012,summer,Women,London
Aquatics,Diving,"ABEL, Jennifer",Synchronized 3M,Canada,Bronze,2012,summer,Women,London
Aquatics,Diving,"HEYMANS, Emilie",Synchronized 3M,Canada,Bronze,2012,summer,Women,London
Aquatics,Marathon swimming,"MELLOULI, Oussama",10KM,Tunisia,Gold,2012,summer,Men,London
Aquatics,Marathon swimming,"LURZ, Thomas",10KM,Germany,Silver,2012,summer,Men,London
Aquatics,Marathon swimming,"WEINBERGER, Richard",10KM,Canada,Bronze,2012,summer,Men,London
Aquatics,Marathon swimming,"RISZTOV, Eva",10KM,Hungary,Gold,2012,summer,Women,London
Aquatics,Marathon swimming,"ANDERSON, Haley",10KM,United States,Silver,2012,summer,Women,London
Aquatics,Marathon swimming,"GRIMALDI, Martina",10KM,Italy,Bronze,2012,summer,Women,London
Aquatics,Swimming,"GREVERS, Matthew",100M Backstroke,United States,Gold,2012,summer,Men,London
Aquatics,Swimming,"THOMAN, Nick",100M Backstroke,United States,Silver,2012,summer,Men,London
Aquatics,Swimming,"IRIE, Ryosuke",100M Backstroke,Japan,Bronze,2012,summer,Men,London
Aquatics,Swimming,"FRANKLIN, Missy",100M Backstroke,United States,Gold,2012,summer,Women,London
Aquatics,Swimming,"SEEBOHM, Emily",100M Backstroke,Australia,Silver,2012,summer,Women,London
Aquatics,Swimming,"TERAKAWA, Aya",100M Backstroke,Japan,Bronze,2012,summer,Women,London
Aquatics,Swimming,"VAN DER BURGH, Cameron",100M Breaststroke,South Africa,Gold,2012,summer,Men,London
Aquatics,Swimming,"SPRENGER, Christian",100M Breaststroke,Australia,Silver,2012,summer,Men,London
Aquatics,Swimming,"HANSEN, Brendan",100M Breaststroke,United States,Bronze,2012,summer,Men,London
Aquatics,Swimming,"MEILUTYTE, Ruta",100M Breaststroke,Lithuania,Gold,2012,summer,Women,London
Aquatics,Swimming,"SONI, Rebecca",100M Breaststroke,United States,Silver,2012,summer,Women,London
Aquatics,Swimming,"SUZUKI, Satomi",100M Breaststroke,Japan,Bronze,2012,summer,Women,London
Aquatics,Swimming,"PHELPS, Michael",100M Butterfly,United States,Gold,2012,summer,Men,London
Aquatics,Swimming,"KOROTYSHKIN, Evgeny",100M Butterfly,Russia,Silver,2012,summer,Men,London
Aquatics,Swimming,"LE CLOS, Chad",100M Butterfly,South Africa,Silver,2012,summer,Men,London
Aquatics,Swimming,"VOLLMER, Dana",100M Butterfly,United States,Gold,2012,summer,Women,London
Aquatics,Swimming,"LU, Ying",100M Butterfly,China,Silver,2012,summer,Women,London
Aquatics,Swimming,"COUTTS, Alicia",100M Butterfly,Australia,Bronze,2012,summer,Women,London
Aquatics,Swimming,"ADRIAN, Nathan",100M Freestyle,United States,Gold,2012,summer,Men,London
Aquatics,Swimming,"MAGNUSSEN, James",100M Freestyle,Australia,Silver,2012,summer,Men,London
Aquatics,Swimming,"HAYDEN, Brent",100M Freestyle,Canada,Bronze,2012,summer,Men,London
Aquatics,Swimming,"KROMOWIDJOJO, Ranomi",100M Freestyle,Netherlands,Gold,2012,summer,Women,London
Aquatics,Swimming,"GERASIMENYA, Aleksandra",100M Freestyle,Belarus,Silver,2012,summer,Women,London
Aquatics,Swimming,"TANG, Yi",100M Freestyle,China,Bronze,2012,summer,Women,London
Aquatics,Swimming,"SUN, Yang",1500M Freestyle,China,Gold,2012,summer,Men,London
Aquatics,Swimming,"COCHRANE, Ryan",1500M Freestyle,Canada,Silver,2012,summer,Men,London
Aquatics,Swimming,"MELLOULI, Oussama",1500M Freestyle,Tunisia,Bronze,2012,summer,Men,London
Aquatics,Swimming,"CLARY, Tyler",200M Backstroke,United States,Gold,2012,summer,Men,London
Aquatics,Swimming,"IRIE, Ryosuke",200M Backstroke,Japan,Silver,2012,summer,Men,London
Aquatics,Swimming,"LOCHTE, Ryan",200M Backstroke,United States,Bronze,2012,summer,Men,London
Aquatics,Swimming,"FRANKLIN, Missy",200M Backstroke,United States,Gold,2012,summer,Women,London
Aquatics,Swimming,"ZUEVA, Anastasia",200M Backstroke,Russia,Silver,2012,summer,Women,London
Aquatics,Swimming,"BEISEL, Elizabeth",200M Backstroke,United States,Bronze,2012,summer,Women,London
Aquatics,Swimming,"GYURTA, Daniel",200M Breaststroke,Hungary,Gold,2012,summer,Men,London
Aquatics,Swimming,"JAMIESON, Michael",200M Breaststroke,United Kingdom,Silver,2012,summer,Men,London
Aquatics,Swimming,"TATEISHI, Ryo",200M Breaststroke,Japan,Bronze,2012,summer,Men,London
Aquatics,Swimming,"SONI, Rebecca",200M Breaststroke,United States,Gold,2012,summer,Women,London
Aquatics,Swimming,"SUZUKI, Satomi",200M Breaststroke,Japan,Silver,2012,summer,Women,London
Aquatics,Swimming,"EFIMOVA, Iuliia",200M Breaststroke,Russia,Bronze,2012,summer,Women,London
Aquatics,Swimming,"LE CLOS, Chad",200M Butterfly,South Africa,Gold,2012,summer,Men,London
Aquatics,Swimming,"PHELPS, Michael",200M Butterfly,United States,Silver,2012,summer,Men,London
Aquatics,Swimming,"MATSUDA, Takeshi",200M Butterfly,Japan,Bronze,2012,summer,Men,London
Aquatics,Swimming,"JIAO, Liuyang",200M Butterfly,China,Gold,2012,summer,Women,London
Aquatics,Swimming,"BELMONTE GARCIA, Mireia",200M Butterfly,Spain,Silver,2012,summer,Women,London
Aquatics,Swimming,"HOSHI, Natsumi",200M Butterfly,Japan,Bronze,2012,summer,Women,London
Aquatics,Swimming,"AGNEL, Yannick",200M Freestyle,France,Gold,2012,summer,Men,London
Aquatics,Swimming,"PARK, Taehwan",200M Freestyle,"Korea, South",Silver,2012,summer,Men,London
Aquatics,Swimming,"SUN, Yang",200M Freestyle,China,Silver,2012,summer,Men,London
Aquatics,Swimming,"SCHMITT, Allison",200M Freestyle,United States,Gold,2012,summer,Women,London
Aquatics,Swimming,"MUFFAT, Camille",200M Freestyle,France,Silver,2012,summer,Women,London
Aquatics,Swimming,"BARRATT, Bronte",200M Freestyle,Australia,Bronze,2012,summer,Women,London
Aquatics,Swimming,"PHELPS, Michael",200M Medley,United States,Gold,2012,summer,Men,London
Aquatics,Swimming,"LOCHTE, Ryan",200M Medley,United States,Silver,2012,summer,Men,London
Aquatics,Swimming,"CSEH, Laszlo",200M Medley,Hungary,Bronze,2012,summer,Men,London
Aquatics,Swimming,"YE, Shiwen",200M Medley,China,Gold,2012,summer,Women,London
Aquatics,Swimming,"COUTTS, Alicia",200M Medley,Australia,Silver,2012,summer,Women,London
Aquatics,Swimming,"LEVERENZ, Caitlin",200M Medley,United States,Bronze,2012,summer,Women,London
Aquatics,Swimming,"SUN, Yang",400M Freestyle,China,Gold,2012,summer,Men,London
Aquatics,Swimming,"PARK, Taehwan",400M Freestyle,"Korea, South",Silver,2012,summer,Men,London
Aquatics,Swimming,"VANDERKAAY, Peter",400M Freestyle,United States,Bronze,2012,summer,Men,London
Aquatics,Swimming,"MUFFAT, Camille",400M Freestyle,France,Gold,2012,summer,Women,London
